,0,1,2,3,4,5,6,user_id,Cluster,avg_rating
0,0.18672996023807176,0.22566775229588765,0.6196171868374367,0.5237393306765527,0.4596163270698782,0.4254236943471963,0.40251129471444835,1,4,3.6814814814814816
1,0.41569163335324566,0.40818850606046164,0.11745289985161278,0.7759863928822459,0.27944288446661125,0.48799066308744804,0.4243040287213733,2,0,3.8
2,0.6925207447342849,0.23880750736079143,0.7540158686784564,0.6605998831799852,0.6001702665316565,0.4517811509072157,0.5126539483239968,3,1,3.0
3,0.6271626159656176,0.3883894986342364,0.6953607571704147,0.7609121496934752,0.8408578905519211,0.6711968876611368,0.5376288456877792,4,1,4.357142857142857
4,0.5497827343987391,0.6854389118147836,0.2870794376287138,0.5834925214899764,0.49875544815877554,0.5743518394659533,0.4981154530390642,5,2,2.956043956043956
5,0.2700898292525702,0.38605832652889444,0.20730001217676924,0.38514809838435504,0.3851191514673787,0.5397839454014484,0.48926698772415694,6,3,3.581818181818182
6,0.10293517391816231,0.5216192393357013,0.5390968155942216,0.4958018494253199,0.5102421559241384,0.38162706624845444,0.4258008622688917,7,4,3.892018779342723
7,0.68969027111214,0.46293077189293536,0.4283705677970872,0.2215271408212272,0.7106584386309616,0.692403239450414,0.13885320520199856,8,1,3.6
8,0.806269393903047,0.5275230595577971,0.2702933937021666,0.37182237933005086,0.8066059724718815,0.25770838897935455,0.524499556968326,9,1,4.166666666666667
9,0.11299834849506574,0.3004214765796891,0.39050938075821134,0.7020851484809183,0.6294951001507021,0.5958672289927498,0.4829337489846111,10,4,4.212765957446808
10,0.39168723703317965,0.3943452422255035,0.3143083131041273,0.1158886381705298,0.4724681051615361,0.27783682528529374,0.3628158684765736,11,3,3.533333333333333
11,0.6589552363689342,0.5207946976009442,0.329532582838944,0.38791865795760194,0.7688674340234323,0.6472635060867412,0.06902744354553253,12,1,4.28
12,0.2692147713622911,0.36193336035410933,0.5929169559819778,0.4298522590887606,0.32235430457339,0.5721202701785522,0.36345229141385893,13,4,3.136729222520107
13,0.1823720695317041,0.394777846810401,0.4713739930535378,0.8842836977485706,0.5042628888345989,0.2541970101658505,0.4330141253485898,14,4,4.219512195121951
14,0.6500234485192047,0.40564178426678804,0.40426808736405945,0.2847280298213648,0.29308332041211804,0.22782643002603598,0.23038397293946386,15,1,3.033333333333333
15,0.0073958913703067175,0.5581560592641371,0.103330945768496,0.36299007252939086,0.4739255492694659,0.3987477827940592,0.4364840956787995,16,3,4.3478260869565215
16,0.9149248257938083,0.5444016387606138,0.497025272732084,0.3695736793707796,0.4601088768780847,0.47890268436199324,0.3330807624211788,17,1,3.1578947368421053
17,0.16597380787388394,0.4113426818167578,0.4356212786299356,0.5125961870387532,0.4928696836380533,0.4768637943627661,0.42052743857423336,18,4,3.9371069182389937
18,0.7249980705060061,0.7137304070524126,0.39474986344901136,0.3936456442732558,0.37564725762835216,0.5003360314328805,0.7161365906199451,19,1,3.6
19,0.6602577897391713,0.8442916218397891,0.4644658020363052,0.3875706374650818,0.2963401068232075,0.5030855819659912,0.48618184749286864,20,2,3.3076923076923075
20,0.5129346220285796,0.3964291646290886,0.27020461683017793,0.6568043575458086,0.07198562384861645,0.49994203062817344,0.5757807473994442,21,0,2.663157894736842
21,0.47193450031526646,0.1636142570323721,0.2312271577735434,0.3499164042409528,0.5157974970532158,0.6379360106822473,0.5441539209603967,22,0,3.3
22,0.2734776410178411,0.4503645740510466,0.24017104138073775,0.4149558577710722,0.3198997880333927,0.5465508480378682,0.4031429019483108,23,3,3.636363636363636
23,0.2851156176284859,0.7380731828242215,0.14516654241643875,0.5680175168524695,0.7225515522653839,0.686038519255321,0.4057095972174789,24,2,4.390243902439025
24,0.20227489435708124,0.5475157240491788,0.20512663850492505,0.3382220833373786,0.3356251361650148,0.3814957577750516,0.46684858427915377,25,3,4.048780487804878
25,0.5163968059620454,0.2902558027483499,0.27010913552169036,0.520547499753719,0.21077668443720987,0.44364291939035305,0.3048702293873664,26,0,2.9090909090909087
26,0.8906247291733249,0.49157421161880355,0.4159468086253985,0.30365213496723276,0.5548063871176873,0.30907023563772407,0.5948240671264854,27,1,3.3
27,0.590908865542919,0.6870644965768927,0.23213050392737775,0.6071458148023545,0.5670787245218785,0.4548413810257136,0.5589341847725526,28,2,3.641025641025641
28,0.6388973175411532,0.05767513474999869,0.41723840995969913,0.22197335529239193,0.43119290714595976,0.7450986805549349,0.19769573578571906,29,0,3.941176470588236
29,0.5603284866235684,0.6724602689496681,0.34676615189883225,0.35933143553290803,0.5449144107274275,0.4388746151121561,0.3502119385717958,30,2,3.8
30,0.571564187517259,0.16430879585135533,0.62652710952286,0.7752337696671074,0.6190820302458838,0.5936127052811835,0.4355536833133106,31,0,3.9130434782608696
31,0.7470289964737149,0.5282420766569083,0.2985860241000099,0.5273225422126513,0.6284242758101298,0.39306454650220257,0.39323493148006583,32,1,3.5454545454545454
32,0.794841358689485,0.37484008273029135,0.2787526510648811,0.4390291129758426,0.7315550090449165,0.32923556837829393,0.4495624414450151,33,1,3.6428571428571432
33,0.9179526982876773,0.309424302714439,0.49514688999105805,0.3510876439903002,0.31840156328609337,0.4863242139152001,0.6310508810953126,34,1,3.8
34,0.8531148193007225,0.5250103076782469,0.4455484017399592,0.44355263903281794,0.406407133489611,0.5010766392368127,0.28474375246201916,35,1,3.0
35,0.6540842862448442,0.6414441664307666,0.21994894364220532,0.49022778389786886,0.6440887667869262,0.33794419228744327,0.5235062193865309,36,2,4.0
36,0.6647553990659686,0.15846078938686292,0.2517293665747925,0.41556061391768534,0.4957744138286674,0.2716254436452801,0.3361621530303629,37,0,3.45945945945946
37,0.10031390928049638,0.5147197530485893,0.2405001950364351,0.2897097580996901,0.26021699096841966,0.5842624648482171,0.45555978014949494,38,3,3.9047619047619047
38,0.6457198501048819,0.07112226940282856,0.22212564862726206,0.5158080841897427,0.3478942553362655,0.4806254202144584,0.7377844572626184,39,0,3.8461538461538463
39,0.7931180686590595,0.298353472536962,0.38750406227311507,0.4543091297209433,0.2955071585769854,0.43659687631356925,0.33350765847782626,40,0,2.727272727272727
40,0.5431286394268507,0.7231838510956174,0.3433955738882237,0.5112004512619066,0.5339598165563487,0.6475175927901763,0.06538404222936411,41,2,3.9354838709677415
41,0.2830477305999206,0.8208271992308714,0.3225751745889666,0.3080849349537167,0.5287764276224823,0.5744556462176327,0.38613453544673815,42,3,3.625
42,0.31863888964885556,0.7477531005404316,0.3423413614446593,0.2604275773850613,0.552391013576879,0.6086972361161839,0.36833906437326763,43,3,3.678571428571429
43,0.2439721452819551,0.4131559733023701,0.19551377058545,0.41848303381796614,0.2987745258564337,0.3847097237585969,0.43404155132280925,44,3,3.6375
44,0.3957014857973038,0.5783420162902527,0.2451234284716504,0.4968356540173289,0.27262130923418215,0.30504365960640595,0.46581551230537316,45,3,3.4827586206896552
45,0.8763433421893312,0.5128310603837776,0.4013552810973488,0.4429211329481342,0.6691011290744929,0.5108569377994939,0.24364294996167923,46,1,4.181818181818182
46,0.631883211786292,0.48956908720873915,0.5488249304687305,0.6245172166862358,0.6281453372611614,0.47436698101917657,0.6529199793083615,47,1,3.5625
47,0.4898757984967467,0.2242881807545848,0.237341626845471,0.7196805789930106,0.644440885595327,0.369830209588195,0.5182361021058117,48,0,3.727272727272727
48,0.5709718416506342,0.613139031480595,0.7455362253486604,0.5856290917884673,0.3297249988725982,0.3837035196863533,0.7452451795277889,49,4,2.7289719626168223
49,0.8074271134667173,0.3813020282286233,0.4277591465339692,0.3460280044814082,0.38262323296601586,0.5524612946757543,1.0,50,1,3.5384615384615383
50,0.6640434548490683,0.4534869420771597,0.3486637582565216,0.17648526785175428,0.8225817930678629,0.5746079390107004,0.3995973792431679,51,1,3.75
51,0.3653273987913908,0.5178140345951248,0.0663141793588613,0.8235408449917294,0.4413737238845989,0.5246434096854554,0.40722890496973574,52,2,4.342857142857143
52,0.7958963550149989,0.6436361535680335,0.3759271448358953,0.5051783612781677,0.5711018280357841,0.48290870666341223,0.17014869337445543,53,1,4.0
53,0.561019403102082,0.530727473326115,0.28815852834817607,0.7065068092969369,0.45207256950039504,0.31979187037213086,0.36650910957993227,54,2,3.333333333333333
54,0.9320318262624216,0.5562422009228019,0.4883302121348577,0.3242461244732298,0.49671394399403546,0.4633314373681226,0.3430806030143383,55,1,3.8
55,0.23933284639841199,0.41678049579971227,0.19347642578212404,0.318231454625735,0.4664734419096783,0.36970113373466085,0.3689593655450878,56,3,3.652173913043478
56,0.482206376693127,0.7322051707483672,0.20493680964225625,0.5602962336767712,0.5829596791819404,0.34354800886403125,0.4913442060345087,57,2,3.6296296296296298
57,0.29954413506878685,0.5022961363035704,0.6445785518397336,0.5709141883228961,0.697183105191224,0.7101088801386215,0.4368560402410486,58,4,3.875
58,0.10942851526746278,0.3080658241790436,0.4828146263543972,0.43912434727798944,0.649362051333516,0.38317990119968015,0.4115574538262073,59,4,4.023255813953488
59,0.1791974199959267,0.3771801641131095,0.15134992071265865,0.3450278347785427,0.49643832138391236,0.460741359993663,0.3906292016636268,60,3,4.1344537815126055
60,0.8658784808086555,0.5861827913779899,0.48819470017039646,0.4000047688676106,0.3111708012123424,0.46102900585403817,0.3286261210988114,61,1,2.833333333333333
61,0.33772129176672827,0.515107999486426,0.6260574450102154,0.5569077534175381,0.4894280544670342,0.4203876583249124,0.40628829756918206,62,4,3.317073170731707
62,0.5944676835422564,0.35900788063777933,0.7683436710532394,0.7815022383011185,0.3329433503872028,0.5106775806590492,0.4021672480576668,63,4,2.9791666666666665
63,0.21806114826971845,0.4585305425414905,0.46012961736097713,0.35614663069494346,0.5123380180206693,0.41072327180833024,0.4788486430665841,64,4,3.596330275229358
64,0.34486325775238613,0.6396943780676039,0.2900892076784275,0.14870359221050572,0.6978429354363125,0.2704900137363411,0.2024272597148439,65,3,3.9791666666666665
65,0.8746329930932807,0.4438456457736274,0.4043520139715392,0.44425771172493606,0.6087910367860148,0.5147031817500018,0.2695392404381656,66,1,3.523809523809524
66,0.846064717095433,0.46993458273948374,0.34260753665625665,0.40251717060410386,0.7034536887954942,0.37656957242982836,0.4302656813438693,67,1,3.4166666666666665
67,0.7581911773353474,0.6935295104627566,0.4303356917834935,0.5117025068755315,0.4580755301767745,0.5702983329611327,0.3480015382840266,68,2,3.1666666666666665
68,0.5258303508403732,0.1355527150834024,0.4678327335901481,0.7198487009357666,0.7002961167497505,0.420796933919976,0.6529289876396793,69,0,3.736842105263158
69,0.5085391252060544,0.7211746387567861,0.2583832984035875,0.5035228967074395,0.5185107693986303,0.36739393032082474,0.5436038002093811,70,2,3.4025974025974026
70,0.7293037882046673,0.23178010985767775,0.3617038837546647,0.39044713982469753,0.530016690204772,0.5959779350367805,0.1890556374831397,71,0,3.8181818181818175
71,0.42560702958025853,0.3582387102033942,0.2808842990691258,0.45398854262319244,0.26926665437490116,0.5755369653404413,0.27029889238778304,72,3,3.767123287671233
72,0.5703153654901079,0.44259120574175626,0.526411448626764,0.768706741648659,0.766514461484279,0.3833720285984109,0.5287313265586733,73,4,3.647058823529412
73,0.6439488777688286,0.21835241512385983,0.18334728872388667,0.5814063257145681,0.4727665138818033,0.336608493693754,0.32414192315984913,74,0,3.761904761904762
